"dwc.preparations","freq"
"heart, muscle (frozen); liver (frozen); muscle (frozen); muscle (frozen); spleen (frozen)",1
"heart, muscle (frozen); muscle (frozen); spleen (frozen); liver (frozen)",1
"heart, muscle (frozen); serum (frozen); liver (frozen)",1
"heart, muscle (frozen); serum (frozen); liver (frozen); muscle (frozen); liver (frozen); muscle (frozen); liver (frozen)",1
"liver (frozen); gonad (frozen); unknown (frozen)",1
"liver (frozen); heart (frozen); heart, kidney (frozen); liver (frozen)",1
"liver (frozen); heart (frozen); liver (frozen)",1
"liver (frozen); heart, kidney (frozen); heart, muscle (frozen); heart, muscle (frozen); spleen (frozen)",1
"liver (frozen); heart, kidney (frozen); liver (frozen); muscle (frozen)",1
"liver (frozen); heart, kidney (frozen); liver (frozen); muscle (frozen); muscle, eye (frozen)",1
"liver (frozen); heart, kidney (frozen); liver (frozen); muscle, eye (frozen); muscle (frozen)",1
"liver (frozen); heart, kidney (frozen); liver (frozen); unknown (frozen)",1
"liver (frozen); heart, kidney (frozen); muscle (frozen); heart (frozen)",1
"liver (frozen); heart, kidney (frozen); muscle (frozen); liver (frozen); muscle, eye (frozen)",1
"liver (frozen); heart, kidney (frozen); muscle (frozen); muscle (frozen); unknown",1
"liver (frozen); heart, kidney (frozen); muscle (frozen); unknown (frozen); gonad (frozen)",1
"liver (frozen); heart, kidney (frozen); muscle (frozen); unknown (frozen); whole organism (frozen)",1
"liver (frozen); heart, kidney (frozen); muscle (frozen); unknown; unknown",1
"liver (frozen); heart, kidney (frozen); muscle, eye (frozen); liver (frozen); muscle (frozen)",1
"liver (frozen); heart, muscle (frozen); embryo (frozen); liver (frozen)",1
"liver (frozen); heart, muscle (frozen); liver (frozen)",1
"liver (frozen); heart, muscle (frozen); liver (frozen); liver (frozen)",1
"liver (frozen); heart, muscle (frozen); liver (frozen); muscle (frozen); muscle (frozen); spleen (frozen)",1
"liver (frozen); heart, muscle (frozen); muscle (frozen); muscle (frozen); unknown (frozen)",1
"liver (frozen); heart, muscle (frozen); serum (frozen); muscle (frozen); liver (frozen); muscle (frozen); liver (frozen)",1
"liver (frozen); heart, muscle (frozen); spleen (frozen); heart, kidney (frozen)",1
"liver (frozen); heart, muscle (frozen); spleen (frozen); liver (frozen)",1
"liver (frozen); kidney (frozen); muscle (frozen); karyotype (frozen)",1
"liver (frozen); liver (frozen); heart (frozen); muscle (frozen)",1
"liver (frozen); liver (frozen); heart, kidney (frozen); unknown (frozen)",1
"liver (frozen); liver (frozen); kidney (frozen); eye (frozen); muscle (frozen); heart, kidney (frozen)",1
"liver (frozen); liver (frozen); muscle (frozen); eye (frozen); heart, kidney (frozen)",1
"liver (frozen); liver (frozen); muscle (frozen); gonad (frozen); muscle (frozen); heart, kidney (frozen)",1
"liver (frozen); liver (frozen); muscle (frozen); heart, kidney (frozen); muscle, eye (frozen)",1
"liver (frozen); liver (frozen); muscle (frozen); heart, kidney (frozen); muscle, eye (frozen); liver (frozen)",1
"liver (frozen); liver (frozen); muscle (frozen); spleen (frozen); heart, kidney (frozen)",1
"liver (frozen); liver (frozen); muscle (frozen); spleen (frozen); muscle (frozen); heart, kidney (frozen)",1
"liver (frozen); liver (frozen); muscle (frozen); unknown; heart, kidney (frozen)",1
"liver (frozen); liver (frozen); muscle (frozen); unknown; muscle (frozen); heart, kidney (frozen)",1
"liver (frozen); liver (frozen); serum (frozen); muscle (frozen); muscle (frozen); muscle (frozen); heart, muscle (frozen)",1
"liver (frozen); muscle (frozen)",1
"liver (frozen); muscle (frozen); heart (frozen); liver (frozen)",1
"liver (frozen); muscle (frozen); heart, kidney (frozen); muscle, eye (frozen); liver (frozen)",1
"liver (frozen); muscle (frozen); heart, muscle (frozen)",1
"liver (frozen); muscle (frozen); heart, muscle (frozen); karyotype (frozen)",1
"liver (frozen); muscle (frozen); liver (frozen); liver (frozen)",1
"liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen) sample",1
"liver (frozen); muscle (frozen); serum (frozen); heart, kidney (frozen)",1
"liver (frozen); muscle (frozen); spleen (frozen); heart, muscle (frozen)",1
"liver (frozen); muscle (frozen); spleen (frozen); liver (frozen)",1
"liver (frozen); muscle (frozen); unknown; liver (frozen)",1
"liver (frozen); muscle, eye (frozen); heart, kidney (frozen)",1
"liver (frozen); serum (frozen); heart, muscle (frozen); muscle (frozen); liver (frozen); muscle (frozen); liver (frozen)",1
"liver (frozen); serum (frozen); muscle (frozen)",1
"liver (frozen); spleen (frozen); heart (frozen); heart, kidney (frozen)",1
"liver (frozen); spleen (frozen); muscle (frozen); muscle (frozen); muscle (frozen); heart, muscle (frozen)",1
"liver (frozen); unknown (frozen)",1
"liver (frozen); unknown (frozen); muscle, eye (frozen); heart, kidney (frozen)",1
"liver (frozen); unknown; heart, kidney (frozen); liver (frozen)",1
"liver (frozen); whole organism (frozen); liver (frozen) sample",1
"lung (frozen); unknown (frozen)",1
"muscle (frozen); heart (frozen)",1
"muscle (frozen); heart (frozen); liver (frozen); liver (frozen)",1
"muscle (frozen); heart, kidney (frozen)",1
"muscle (frozen); liver (frozen); heart (frozen)",1
"muscle (frozen); liver (frozen); heart (frozen); liver (frozen)",1
"muscle (frozen); liver (frozen); liver (frozen); heart (frozen)",1
"muscle (frozen); muscle (frozen); liver (frozen)",1
"muscle (frozen); muscle (frozen); liver (frozen); liver (frozen); muscle (frozen)",1
"muscle (frozen); muscle (frozen); liver (frozen); muscle (frozen); liver (frozen)",1
"muscle (frozen); muscle (frozen); muscle (frozen)",1
"muscle (frozen); muscle (frozen); muscle (frozen) sample",1
"muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen)",1
"muscle (frozen); unknown (frozen)",1
"serum (frozen); heart, muscle (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen); muscle (frozen); serum (frozen)",1
"serum (frozen); liver (frozen); heart, muscle (frozen); muscle (frozen); liver (frozen); muscle (frozen); liver (frozen)",1
"serum (frozen); liver (frozen); muscle (frozen); liver (frozen); liver (frozen); heart, muscle (frozen)",1
"serum (frozen); liver (frozen); serum (frozen); muscle (frozen); heart, muscle (frozen); muscle (frozen); liver (frozen); liver (frozen)",1
"skeleton (dry); gonad (5% buffered formalin)",1
"skeleton (dry); whole organism (formalin-fixed, 55% isopropanol)",1
"spleen (frozen); heart, muscle (frozen); liver (frozen)",1
"stomach (formalin-fixed, 70% ethanol); gonad (formalin-fixed, 70% ethanol); whole organism (95% ethanol); whole organism (formalin-fixed, 70% ethanol)",1
"tissue (95% ethanol); whole organism (5% buffered formalin); whole organism (formalin-fixed, 70% ethanol)",1
"tissue (95% ethanol); whole organism (dry)",1
"tissue (95% ethanol); whole organism (frozen); whole organism (formalin-fixed, 70% ethanol)",1
"tissue (frozen); heart (frozen); heart, kidney (frozen); liver (frozen); liver (frozen)",1
"tissue (frozen); heart (frozen); liver (frozen); unknown (frozen); muscle (frozen); heart, kidney (frozen)",1
"tissue (frozen); heart (frozen); unknown (frozen); muscle (frozen)",1
"tissue (frozen); heart, muscle (frozen); muscle (frozen); liver (frozen)",1
"tissue (frozen); liver (frozen); heart, kidney (frozen); heart (frozen); muscle (frozen)",1
"tissue (frozen); liver (frozen); heart, kidney (frozen); muscle (frozen); heart (frozen)",1
"tissue (frozen); liver (frozen); liver (frozen); heart, kidney (frozen)",1
"tissue (frozen); liver (frozen); muscle (frozen); gonad (frozen); muscle (frozen); liver (frozen); heart, kidney (frozen)",1
"tissue (frozen); muscle (frozen); heart, kidney (frozen); liver (frozen)",1
"tissue (frozen); muscle (frozen); heart, kidney (frozen); liver (frozen); heart (frozen)",1
"tissue (frozen); muscle (frozen); heart, kidney (frozen); liver (frozen); heart (frozen); unknown (frozen)",1
"tissue (frozen); muscle (frozen); heart, kidney (frozen); liver (frozen); liver (frozen)",1
"tissue (frozen); muscle (frozen); liver (frozen); heart, kidney (frozen); liver (frozen); liver (frozen)",1
"tissue (frozen); muscle (frozen); muscle (frozen); liver (frozen); heart, kidney (frozen)",1
"tissue (frozen); muscle (frozen); unknown (frozen); muscle (frozen); liver (frozen); heart, kidney (frozen)",1
"tissue (frozen); muscle (frozen); whole organism (frozen); whole organism (formalin-fixed, 70% ethanol)",1
"tissue (frozen); tissue (95% ethanol); whole organism (formalin-fixed, 70% ethanol); whole organism (5% buffered formalin)",1
"tissue (frozen); tissue (freeze-dried); whole organism (formalin-fixed, 70% ethanol)",1
"tissue (frozen); tissue (frozen)",1
"tissue (frozen); tissue (frozen); liver (frozen); heart, kidney (frozen)",1
"tissue (frozen); tissue (frozen); muscle (frozen); heart, kidney (frozen); muscle (frozen); liver (frozen)",1
"tissue (frozen); tissue (frozen); muscle (frozen); liver (frozen); muscle, eye (frozen); liver (frozen); heart, kidney (frozen)",1
"tissue (frozen); tissue (frozen); muscle (frozen); unknown (frozen); heart (frozen)",1
"tissue (frozen); tissue (frozen); unknown (frozen); heart (frozen)",1
"tissue (frozen); unknown (frozen); heart (frozen); muscle (frozen)",1
"tissue (frozen); unknown (frozen); muscle (frozen); heart (frozen)",1
"tissue (frozen); unknown (frozen); muscle (frozen); liver (frozen)",1
"tissue (frozen); whole organism (formalin-fixed, 70% ethanol); tissue (95% ethanol)",1
"tissue (frozen); whole organism (frozen)",1
"tissue (frozen); whole organism (frozen); whole organism (formalin-fixed, 70% ethanol)",1
"unknown (frozen); heart, muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen)",1
"whole organism (5% buffered formalin); whole organism (95% ethanol); whole organism (frozen)",1
"whole organism (95% ethanol); fin clip (95% ethanol)",1
"whole organism (95% ethanol); tissue (freeze-dried); whole organism (95% ethanol)",1
"whole organism (95% ethanol); whole organism (95% ethanol)",1
"whole organism (95% ethanol); whole organism (frozen)",1
"whole organism (formalin-fixed, 55% isopropanol); skeleton (dry)",1
"whole organism (formalin-fixed, 70% ethanol); fin clip (95% ethanol); whole organism (frozen)",1
"whole organism (formalin-fixed, 70% ethanol); fin clip; fin clip (95% ethanol)",1
"whole organism (formalin-fixed, 70% ethanol); gonad (5% buffered formalin)",1
"whole organism (formalin-fixed, 70% ethanol); stomach (formalin-fixed, 70% ethanol)",1
"whole organism (formalin-fixed, 70% ethanol); tissue (95% ethanol); whole organism (frozen)",1
"whole organism (formalin-fixed, 70% ethanol); tissue (95% ethanol); whole organism (frozen); whole organism (95% ethanol)",1
"whole organism (formalin-fixed, 70% ethanol); whole organism (5% buffered formalin); unknown",1
"whole organism (formalin-fixed, 70% ethanol); whole organism (95% ethanol); whole organism (frozen); whole organism (5% buffered formalin)",1
"whole organism (frozen); head (formalin-fixed, 70% ethanol)",1
"whole organism (frozen); muscle (frozen)",1
"whole organism (frozen); serum (frozen)",1
"whole organism (frozen); swab, oral (frozen); whole organism (frozen) sample",1
"whole organism (frozen); tissue (95% ethanol)",1
"whole organism (frozen); whole organism (95% ethanol); whole organism (formalin-fixed, 70% ethanol); tissue (95% ethanol)",1
"whole organism (frozen); whole organism (95% ethanol); whole organism (formalin-fixed, 70% ethanol); whole organism (5% buffered formalin)",1
"whole organism (frozen); whole organism (frozen); whole organism (frozen) sample",1
"whole organism (glycerin)",1
"whole organism; tissue (freeze-dried); whole organism (95% ethanol)",1
"whole organism; tissue (freeze-dried); whole organism (formalin-fixed, 70% ethanol)",1
"whole organism; tissue (frozen); whole organism (formalin-fixed, 70% ethanol)",1
"whole organism; whole organism (formalin-fixed, 70% ethanol); gonad (95% ethanol); tissue (95% ethanol)",1
"whole organism; whole organism (formalin-fixed, 70% ethanol); gonad (formalin-fixed, 70% ethanol); operculum (formalin-fixed, 70% ethanol)",1
"whole organism; whole organism (formalin-fixed, 70% ethanol); tissue (95% ethanol)",1
"whole organism; whole organism (frozen)",1
