"dwc.scientificName","freq"
"Chauliodus chauliodus",83
"Diaphus pacificus",83
"Embiotoca jacksoni",83
"Gibbonsia metzi",83
"Sebastes mystinus",83
"Sebastes semicinctus",83
"Anchoa compressa",81
"Anoplarchus purpurescens",81
"Melanostomiidae",81
"Lepomis macrochirus",80
"Cyema atrum",79
"Melanocetus johnsoni",79
"Parmaturus xaniurus",79
"Perciformes",79
"Phanerodon furcatus",79
"Epigonidae",78
"Icichthys lockingtoni",78
"Pseudupeneus grandisquamis",78
"Sebastes melanops",78
"Micropterus salmoides",77
"Semicossyphus pulcher",77
"Syacium ovale",77
"Taaningichthys bathyphilus",77
"Triphoturus nigrescens",77
"Ariosoma ariosoma",76
"Benthalbella dentata",76
"Cetengraulis mysticetus",76
"Chiasmodon subniger",76
"Prognichthys brevipinnis",76
"Hypomesus transpacificus",75
"Cirrhitichthys oxycephalus",74
"Holtbyrnia melanocephala",74
"Hypsypops rubicundus",74
"Idiacanthus idiacanthus",74
"Scaridae",74
"Anchoa anchoa",73
"Prionotus stephanophrys",73
"Caranx caballus",72
"Sebastes chrysomelas",72
"Gonichthys tenuiculus",71
"Halichoeres nicholsi",71
"Microspathodon dorsalis",71
"Raja inornata",71
"Rhacochilus vacca",71
"Scopelarchidae",71
"Xeneretmus latifrons",71
"Bathylagus nigrigenys",70
"Chromis atrilobata",70
"Paranthias colonus",70
"Pomacanthidae",70
"Symbolophorus evermanni",70
"Avocettina",69
"Bathylagus",69
"Benthosema panamense",69
"Cyclothone microdon",69
"Diplectrum pacificum",69
"Macropinna microstoma",69
"Protomyctophum",69
"Bathygobius soporator",68
"Hemiramphidae",68
"Cephalopholis panamensis",67
"Synodus scituliceps",67
"Cephaloscyllium ventriosum",66
"Holocentridae",66
"Sebastes rastrelliger",66
"Albula vulpes",65
"Chaetodon humeralis",65
"Cichlasoma alfari",65
"Ilypnus gilberti",65
"Anchoa naso",64
"Eucinostomus argenteus",64
"Icelinus tenuis",64
"Syngnathus auliscus",64
"Urolophus halleri",64
"Balistes polylepis",63
"Catostomus fumeiventris",63
"Crenicichla crenicichla",63
"Mycteroperca rosacea",63
"Stegastes arcifrons",63
"Apogon dovii",62
"Lampanyctus intricarius",62
"Prionace glauca",62
"Sebastes serranoides",62
"Apodichthys flavidus",61
"Cryptopsaras couesi",61
"Gonostoma gonostoma",61
"Haemulidae",61
"Istiophorus platypterus",61
"Malacoctenus hubbsi hubbsi",61
"Otophidium scrippsae",61
"Pareques viola",61
"Xiphister mucosus",61
"Achirus mazatlanus",60
"Gobiesox pinniger",60
"Gonichthys cocco",60
"Hygophum reinhardti",60
"Lobianchia dofleini",60
"Melamphaes",60
"Myrichthys tigrinus",60
"Ptychocheilus grandis",60
"Sebastes miniatus",60
"Serranus fasciatus",60
"Sturisoma nigrirostris",60
"Symbolophorus",60
"Alfaro huberi",59
"Blenniidae",59
"Diapterus peruvianus",59
"Oligocottus rubellio",59
"Parapercis parapercis",59
"Sebastes elongatus",59
"Sternoptychidae",59
"Stomias gracilis",59
"Vinciguerria",59
"Actinopterygii",58
"Alepocephalus tenebrosus",58
"Argyropelecus",58
"Medialuna californiensis",58
"Polydactylus approximans",58
"Sebastes chlorostictus",58
"Sebastes diploproa",58
"Sebastes melanostomus",58
"Sternoptyx pseudodiaphana",58
"Symbolophorus symbolophorus",58
"Acanthurus triostegus",57
"Gymnoscopelus",57
"Hygophum proximum",57
"Oligocottus maculosus",57
"Scomberomorus sierra",57
"Scorpaena plumieri",57
"Squalus acanthias",57
"Alepocephalidae",56
"Cichlasoma nigrofasciatum",56
"Cirrhitus rivulatus",56
"Gymnoscopelus bolini",56
"Rhamdia guatemalensis",56
"Anguilliformes",55
"Cebidichthys violaceus",55
"Chloroscombrus orqueta",55
"Cichlasoma dovii",55
"Hoplias malabaricus",55
"Hydrolagus colliei",55
"Lampanyctus pusillus",55
"Nemichthyidae",55
"Pimelodus ornatus",55
"Embiotoca lateralis",54
"Girella simplicidens",54
"Hexanchus griseus",54
"Malacoctenus zonogaster",54
"Micrometrus minimus",54
"Protomyctophum andriashevi",54
"Sebastes atrovirens",54
"Sebastes serriceps",54
"Anarchias galapagensis",53
"Ancistrus",53
"Callionymidae",53
"Citharichthys",53
"Dolichopteryx longipes",53
"Heterodontus francisci",53
"Hygophum hanseni",53
"Labrisomus dendriticus",53
"Makaira nigricans",53
"Sebastes eos",53
"Sphoeroides annulatus",53
"Alfaro cultratus",52
"Anisotremus interruptus",52
"Antennarius sanguineus",52
"Cyclopteridae",52
"Electrona paucirastra",52
"Gymnothorax dovii",52
"Harengula thrissina",52
"Icelinus cavifrons",52
"Lampanyctus festivioides",52
"Sebastes jordani",52
"Stromateidae",52
"Avocettina avocettina",51
"Caulolatilus princeps",51
"Liparis florae",51
"Mullidae",51
"Serrasalmus rhombeus",51
"Zaniolepis zaniolepis",51
"Balistidae",50
"Brachyrhaphis parismina",50
"Carapidae",50
"Cichlasoma bimaculatum",50
"Hypsoblennius brevipinnis",50
"Avocettina bowersi",49
"Bairdiella icistia",49
"Brosmophycis marginata",49
"Catostomus occidentalis occidentalis",49
"Cyclothone braueri",49
"Engraulis mordax mordax",49
"Lampanyctus omostigma",49
"Sebastes rubrivinctus",49
"Serrivomeridae",49
"Catostomus occidentalis",48
"Hesperoleucus symmetricus symmetricus",48
"Rhinobatos productus",48
"Sebastes carnatus",48
"Uropterygius necturus",48
"Anchoa ischana",47
"Astronesthidae",47
"Gempylidae",47
"Ophidiidae",47
"Poeciliopsis gracilis",47
"Rathbunella hypoplecta",47
"Stomias colubrinus",47
"Stomiiformes",47
"Symphurus chabanaudi",47
"Trematomus loennbergii",47
"Xiphias gladius",47
"Acanthurus bahianus",46
"Benthalbella",46
"Branchiostoma californiense",46
"Clinocottus recalvus",46
"Cynopotamus",46
"Exocoetus monocirrhus",46
"Gillellus semicinctus",46
"Hirundichthys",46
"Ictalurus melas",46
"Lampanyctus tenuiformis",46
"Lycodes cortezianus",46
"Malacoctenus tetranemus",46
"Melamphaes macrocephalus",46
"Melamphaes spinifer",46
"Melanocetus",46
"Naso naso",46
"Neoheterandria umbratilis",46
"Roncador stearnsi",46
"Sparisoma rubripinne",46
"Symphysanodon symphysanodon",46
"Tomicodon petersi",46
"Acanthemblemaria crockeri",45
"Ariosoma gilberti",45
"Nicholsina denticulata",45
"Rhizoprionodon longurio",45
"Sebastes dalli",45
"Symphurus atricaudus",45
"Trichiurus nitens",45
"Bagre panamensis",44
"Bairdiella bairdiella",44
"Citharichthys type b",44
"Diaphus impostor",44
"Diaphus lutkeni",44
"Eucinostomus entomelas",44
"Eurypharynx pelecanoides",44
"Hemilepidotus spinosus",44
"Holocentrus vexillarius",44
"Lampadena luminosa",44
"Mustelus henlei",44
"Normichthys campbelli",44
"Notothenioidei",44
"Paragoniates paragoniates",44
"Quietula y-cauda",44
"Scopelosaurus scopelosaurus",44
"Sebastes levis",44
"Semicossyphus pulchrum",44
"Serranus psittacinus",44
"Thalassoma bifasciatum",44
"Bolinichthys pyrsobolus",43
"Halichoeres notospilus",43
"Opisthonema opisthonema",43
"Pseudotylosurus angusticeps",43
"Xenistius californiensis",43
"Benthalbella macropinna",42
"Coryphaenoides acrolepis",42
"Isurus oxyrinchus",42
"Lagodon rhomboides",42
"Leporinus friderici",42
"Oncorhynchus kisutch",42
"Oneirodes",42
"Paraclinus paraclinus",42
"Priacanthus cruentatus",42
"Trichiurus lepturus",42
"Xenomugil thoburni",42
"Artedius corallinus",41
"Calamus pennatula",41
"Centrobranchus nigroocellatus",41
"Characidium",41
"Chlopsidae",41
"Diaphus ostenfeldi",41
"Diaphus splendidus",41
"Hygophum hygophum",41
"Lutjanus viridis",41
"Phallichthys amates",41
"Scopelosaurus harryi",41
"Sebastes auriculatus",41
"Sebastes flavidus",41
"Astyanax",40
"Atherinella eriarcha",40
"Bregmaceros bregmaceros",40
"Gerreidae",40
"Gerres cinereus",40
"Kathetostoma averruncus",40
"Labrisomus nuchipinnis",40
"Lutjanus argentiventris",40
"Malacoctenus hubbsi",40
"Pseudogramma thaumasium",40
"Scorpaena sonorae",40
"Sebastes goodei",40
"Selar crumenophthalmus",40
"Trematomus scotti",40
"Acanthogobius flavimanus",39
"Cosmocampus arctus",39
"Cyclopsetta querna",39
"Gobiesox adustus",39
"Lepidonectes corallicola",39
"Lutjanus",39
"Melanonus zugmayeri",39
"Moridae",39
"Paradiplospinus paradiplospinus",39
"Pleuragramma antarcticum",39
"Stylephorus chordatus",39
"Syngnathus",39
"Trachinotus paitensis",39
"Triakis semifasciata",39
"Umbrina roncador",39
"Anchoa walkeri",38
"Anoplopoma fimbria",38
"Apogon atradorsatus",38
"Apogon maculatus",38
"Cynoscion xanthulus",38
"Fistularia commersonii",38
"Lampichthys rectangularis",38
"Lythrypnus pulchellus",38
"Myliobatis californica",38
"Naucrates ductor",38
"Oncorhynchus mykiss",38
"Pagrus sedecim",38
"Pimelodus pictus",38
"Pomadasys opercularis",38
"Raja binoculata",38
"Sebastes rosaceus",38
"Selene declivifrons",38
"Serrivomer serrivomer",38
"Sio sio",38
"Sufflamen verres",38
"Anchoa arenicola",37
"Artedius harringtoni",37
"Auxis thazard",37
"Axoclinus walkeri",37
"Calamus brachysomus",37
"Caranx hippos",37
"Chaenomugil proboscidens",37
"Creagrutus",37
"Dorosoma petenense",37
"Eopsetta jordani",37
"Gibbonsia montereyensis",37
"Gobiosoma chiquita",37
"Haemulon flaviguttatum",37
"Hintonia candens",37
"Labichthys yanoi",37
"Liparis mucosus",37
"Moringua edwardsi",37
"Myctophiformes",37
"Platichthys stellatus",37
"Starksia galapagensis",37
"Stegastes leucostictus",37
"Tomicodon boehlkei",37
"Benthosema suborbitale",36
"Catostomus catostomus",36
"Cyprinodon nevadensis",36
"Doryrhamphus melanopleura",36
"Howella brodiei",36
"Ictalurus nebulosus",36
"Lythrypnus zebra",36
"Nansenia crassa",36
"Nettastomatidae",36
"Sebastes caurinus",36
"Stegastes fuscus",36
"Stomiidae",36
"Synaphobranchidae",36
"Syngnathus exilis",36
"Synodontidae",36
"Tetragonopterus argenteus",36
"Archosargus probatocephalus",35
"Argyropelecus hawaiensis",35
"Artedius artedius",35
"Artedius notospilotus",35
"Aruma histrio",35
"Bolinichthys photothorax",35
"Calamus taurinus",35
"Coralliozetus micropes",35
"Diaphus meadi",35
"Elacatinus puncticulatus",35
"Electrona electrona",35
"Fodiator acutus",35
"Gymnothorax flavimarginatus",35
"Hypsurus caryi",35
"Lavinia exilicauda exilicauda",35
"Lutjanus guttatus",35
"Lythrypnus rhizophora",35
"Mustelus californicus",35
"Oneirodes oneirodes",35
"Paralabrax auroguttatus",35
"Alphestes galapagensis",34
"Apteronotus",34
"Artedius type 16",34
"Atherinella chagresi",34
"Danaphos danaphos",34
"Diaphus hudsoni",34
"Gymnotus carapo",34
"Holocentrus ascensionis",34
"Lutjanidae",34
"Luzonichthys luzonichthys",34
"Myripristis clarionensis",34
"Paralichthys woolmani",34
"Polydactylus opercularis",34
"Pomacanthus zonipectus",34
"Priapichthys annectens",34
"Prionotus ruscarius",34
"Rivulus",34
"Scopeloberyx",34
"Tactostoma macropus",34
"Arothron setosus",33
"Benthalbella elongata",33
"Bothus leopardinus",33
"Carcharodon carcharias",33
"Chaenophryne draco",33
"Citharichthys platophrys",33
"Clinocottus globiceps",33
"Diaphus diaphus",33
"Diaphus fragilis",33
"Echidna nocturna",33
"Heniochus nigrirostris",33
"Hypostomus pyrineusi",33
"Lepidopsetta bilineata",33
"Loweina rara",33
"Malacoctenus gigas",33
"Malacoctenus gilli",33
"Microgadus proximus",33
"Mugilidae",33
"Notemigonus crysoleucas",33
"Ogilbia barlowi",33
"Raja rhina",33
"Remora remora",33
"Sternopygus macrurus",33
"Theragra chalcogramma",33
"Urolophus maculatus",33
"Zalieutes elater",33
"Arius",32
"Arothron meleagris",32
"Atractoscion nobilis",32
"Bathophilus filifer",32
"Bolinichthys indicus",32
"Chaetodon auriga",32
"Chauliodus barbatus",32
"Chiasmodon niger",32
"Coralliozetus angelica",32
"Cryptotrema corallinum",32
"Cynoscion reticulatus",32
"Diaphus parri",32
"Epinephelus merra",32
"Gillichthys seta",32
"Halichoeres chierchiae",32
"Hermosilla azurea",32
"Heterandria anzuetoi",32
"Hirundichthys affinis",32
"Labeo",32
"Lampanyctus ater",32
"Lampetra tridentata",32
"Micrometrus aurora",32
"Neoclinus blanchardi",32
"Paraclinus sini",32
"Platyrhinoidis triseriata",32
"Sebastes rosenblatti",32
"Sphyrna lewini",32
"Syngnathus leptorhynchus",32
"Taenianotus triacanthus",32
"Tetragonurus cuvieri",32
"Trichiuridae",32
"Triportheus angulatus",32
"Agonopsis sterletus",31
"Agonostomus monticola",31
"Alopias vulpinus",31
"Benthalbella benthalbella",31
"Bolinichthys supralateralis",31
"Caranx",31
"Chaetodontidae",31
"Cichlasoma motaguense",31
"Diaphus lucidus",31
"Hemiramphus saltator",31
"Icelinus filamentosus",31
"Kuhlia taeniura",31
"Lutjanus apodus",31
"Lyconema barbatum",31
"Microstomatidae",31
"Mugil",31
"Orthopristis reddingi",31
"Platybelone argalus",31
"Porichthys analis",31
"Porichthys margaritatus",31
"Scopelarchoides nicholsi",31
"Thoracocharax stellatus",31
"Valenciennellus tripunctulatus",31
"Xeneretmus triacanthus",31
"Anchoa mundeoloides",30
"Aulostomus chinensis",30
"Bathygobius ramosus",30
"Cheilopogon",30
"Cottus cognatus",30
"Enneanectes cteniceps",30
"Eucinostomus gula",30
"Haemulopsis nitidus",30
"Johnrandallia nigrirostris",30
"Kyphosus elegans",30
"Lepisosteus oculatus",30
"Melamphaes parvus",30
"Ophichthus zophochir",30
"Paralichthys aestuarius",30
"Physiculus rastrelliger",30
"Priacanthus arenatus",30
"Rathbunella alleni",30
"Rhacochilus toxotes",30
"Sphoeroides sphoeroides",30
"Stathmonotus sinuscalifornici",30
"Stegastes acapulcoensis",30
"Tomicodon humeralis",30
"Trachinotus rhodopus",30
"Agonidae",29
"Archoplites interruptus",29
"Belonesox belizanus",29
"Chaetodipterus zonatus",29
"Cryptopsaras couesii",29
"Cyprinus carpio",29
"Drepane longimana",29
"Gobiomorus dormitor",29
"Gymnocorymbus thayeri",29
"Hesperoleucus symmetricus",29
"Kaupichthys kaupichthys",29
"Lampanyctus n. sp.",29
"Menidia audens",29
"Microlophichthys microlophus",29
"Microstoma microstoma",29
"Muraenolepididae",29
"Ostracion meleagris",29
"Pomoxis nigromaculatus",29
"Prionurus punctatus",29
"Roeboides salvadoris",29
"Syngnathus griseolineatus",29
"Acanthemblemaria exilispinus",28
"Acanthurus xanthopterus",28
"Amphistichus argenteus",28
"Apogon parri",28
"Balistes verres",28
"Bathygobius lineatus",28
"Bunocephalus aleuropsis",28
"Channichthyidae",28
"Cichlidae",28
"Citharichthys fragilis",28
"Citharichthys gilberti",28
"Diplophos taenia",28
"Eigenmannia eigenmannia",28
"Entomacrodus nigricans",28
"Gymnothorax castaneus",28
"Gymnothorax moringa",28
"Lobianchia gemellarii",28
"Lutjanus lutjanus",28
"Menticirrhus nasus",28
"Nezumia stelgidolepis",28
"Pleuronichthys ocellatus",28
"Raja stellulata",28
"Sternoptyx sternoptyx",28
"Acipenser fulvescens",27
"Anchoa",27
"Anchoa curta",27
"Ariosoma scheelei",27
"Ascelichthys rhodorus",27
"Aulorhynchus flavidus",27
"Brachyistius frenatus",27
"Ceratias uranoscopus",27
"Ceratioidei",27
"Chaenopsis alepidota",27
"Chirolophis nugator",27
"Chriolepis zebra",27
"Cichlasoma friedrichstahli",27
"Cichlasoma popenoei",27
"Cichlasoma robertsoni",27
"Coryphaena equisetis",27
"Coryphaena hippurus",27
"Cyprinidae",27
"Derichthys serpentinus",27
"Diaphus fulgens",27
"Eptatretus stoutii",27
"Fistularia corneta",27
"Haemulon scudderi",27
"Halichoeres bivittatus",27
"Holtbyrnia spinthara",27
"Lasiancistrus",27
"Melanocetus melanocetus",27
"Oligoplites saurus",27
"Ptereleotris",27
"Rhamdia rhamdia",27
"Rhinecanthus aculeatus",27
"Rosenblattichthys volucris",27
"Sebastes umbrosus",27
"Siganus",27
"Starksia fulva",27
"Symphurus",27
"Synodontoidei",27
"Tatia altae",27
"Triphoturus oculeus",27
"Vinciguerria poweriae",27
"Xanthichthys mento",27
"Axoclinus lucillae",26
"Caranx lugubris",26
"Catostomus microps",26
"Ceratias holboelli",26
"Chanos chanos",26
"Cyclothone atraria",26
"Cynoscion cynoscion",26
"Diaphus brachycephalus",26
"Fodiator fodiator",26
"Gunnellichthys gunnellichthys",26
"Gymnothorax undulatus",26
"Haemulon steindachneri",26
"Hypsoblennius",26
"Lampanyctus iselinoides",26
"Lavinia exilicauda",26
"Lepisosteus platyrhincus",26
"Lutjanus synagris",26
"Malacoctenus ebisui",26
"Myripristis murdjan",26
"Neenchelys neenchelys",26
"Paraclinus nigripinnis",26
"Perca flavescens",26
"Pherallodiscus funebris",26
"Pomadasys panamensis",26
"Prionotus",26
"Scorpaena histrio",26
"Sphyraena sphyraena",26
"Synagrops synagrops",26
"Tomicodon zebra",26
"Adontosternarchus sachsi",25
"Aphanotorulus unicolor",25
"Argyropelecus olfersi",25
"Borostomias antarcticus",25
"Bothus",25
"Carcharhinus galapagensis",25
"Carcharhinus limbatus",25
"Catostomus tahoensis",25
"Chaetodon capistratus",25
"Dactyloscopus lunaticus",25
"Diplophos diplophos",25
"Ekemblemaria myersi",25
"Eucinostomus eucinostomus",25
"Evermannellidae",25
"Gymneleotris seminudus",25
"Gymnothorax mordax",25
"Haemulon maculicauda",25
"Hirundichthys speculiger",25
"Hypoptopoma",25
"Malacoctenus afuerae multipunctatus",25
"Maulisia mauli",25
"Micropogon ectenes",25
"Mugil galapagensis",25
"Narcine entemedor",25
"Nectoliparis pelagicus",25
"Normanichthys crockeri",25
"Ophichthus triserialis",25
"Orthopristis cantharinus",25
"Panaque",25
"Pristigenys serrula",25
"Protomyctophum normani",25
"Racovitzia glacialis",25
"Radulinus asprellus",25
"Sebastes constellatus",25
"Sillago sihama",25
"Sphyraena barracuda",25
"Squatina californica",25
"Strongylura marina",25
"Xenocongridae",25
"Acanthemblemaria castroi",24
"Acanthemblemaria hancocki",24
"Anchoa exigua",24
"Brachyrhaphis rhabdophora",24
"Chaetostoma",24
"Cichlasoma spilotum",24
"Coryphaena coryphaena",24
"Cypselurus cypselurus",24
"Diaphus jenseni",24
"Gymnoscopelus piabilis",24
"Hexagrammos superciliosus",24
"Lactarius lactarius",24
"Lepisosteus osseus",24
"Loricariidae",24
"Metelectrona ventralis",24
"Myctophum obtusirostre",24
"Myrichthys tigrinis",24
"Notoscopelus caudispinosus",24
"Patagonotothen ramsayi",24
"Pomadasys hasta",24
"Prionotus albirostris",24
"Prionotus horrens",24
"Rimicola rimicola",24
"Sebastes crameri",24
"Terapon jarbua",24
"Trematomus eulepidotus",24
"Argyrops spinifer",23
"Atherinella meeki",23
"Calamus leucosteus",23
"Canthigaster rostrata",23
"Centrobranchus nigro-ocellatus",23
"Chaetodipterus faber",23
"Chaetodon striatus",23
"Dinematichthys iluocoeteoides",23
"Dolloidraco longedorsalis",23
"Embassichthys bathybius",23
"Galeorhinus zyopterus",23
