"dwc.preparations","freq"
"whole animal (cleared and stained); whole animal (cleared and stained); brain (70% ethanol); tissue (alcohol); whole animal (alcohol)",2
"whole animal (unknown)",2
"whole skeleton (70% ethanol)",2
"whole skeleton (dry); partial skeleton (dry)",2
"whole skeleton (dry); pharyngeal teeth (dry)",2
"whole skeleton (dry); whole animal (70% ethanol)",2
"articulated skeleton (dry)",1
"brain (70% ethanol); partial animal (70% ethanol)",1
"clasper (70% ethanol)",1
"dissected part (70% ethanol); dissected part (70% ethanol)",1
"dissected part (70% ethanol); dissected part (SEM stub)",1
"dissected part (70% ethanol); head (70% ethanol)",1
"dissected part (70% ethanol); skin sample (70% ethanol); head (70% ethanol)",1
"dissected part (alcohol); head (70% ethanol)",1
"dissected part (SEM stub); dissected part (70% ethanol)",1
"dissected whole animal (70% ethanol); dissected whole animal (cleared and stained); dissected whole animal (70% ethanol)",1
"dissected whole animal (70% ethanol); whole animal (70% ethanol)",1
"head (70% ethanol); head (70% ethanol)",1
"head (alcohol)",1
"head (alcohol); head (70% ethanol)",1
"head (cleared and stained)",1
"head (histological slide)",1
"histological serial section (dry); dissected whole animal (70% ethanol)",1
"histological serial section (histological slide); whole animal (alcohol)",1
"jaw (70% ethanol)",1
"jaw (70% ethanol); whole animal (alcohol)",1
"jaw (dry); partial skeleton (dry)",1
"jaw (dry); skin sample (70% ethanol)",1
"jaw (dry); whole animal (70% ethanol)",1
"mounted whole animal (dry); mounted whole animal (dry) sample",1
"otolith (70% ethanol); whole animal (alcohol)",1
"otolith (dry); dissected part (70% ethanol)",1
"otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); whole animal (alcohol); otolith (dry); otolith (dry); otolith (dry); whole animal (cleared and stained); whole animal (70% ethanol); otolith (dry)",1
"otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); whole animal (alcohol); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry)",1
"otolith (dry); tissue (ethanol)",1
"otolith (dry); whole animal (alcohol); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); whole animal (70% ethanol); otolith (dry)",1
"otolith (dry); whole animal (cleared and stained)",1
"partial animal (alcohol)",1
"partial animal (cleared and stained)",1
"partial animal (SEM stub); whole animal (70% ethanol)",1
"partial skeleton (70% ethanol); whole animal (alcohol)",1
"partial skeleton (cleared and stained)",1
"partial skeleton (dry); head (dry)",1
"partial skeleton (dry); mounted whole animal (dry)",1
"partial skeleton (dry); otolith (dry); otolith (dry)",1
"partial skeleton (dry); partial skeleton (70% ethanol)",1
"partial skeleton (dry); partial skeleton (dry)",1
"partial skeleton (dry); partial skeleton (dry) sample",1
"partial skeleton (dry); scale (dry)",1
"partial skeleton (SEM stub)",1
"pharyngeal teeth (70% ethanol); whole animal (70% ethanol)",1
"rostrum (alcohol)",1
"scale (dry); partial skeleton (dry); whole animal (alcohol)",1
"scale (dry); skin sample (dry)",1
"scute (dry)",1
"skeleton (70% ethanol)",1
"skeleton (cleared and stained)",1
"skeleton (dry); skeleton (dry) sample",1
"skin sample (70% ethanol); egg (70% ethanol)",1
"skin sample (alcohol)",1
"skull (70% ethanol)",1
"skull (dry); jaw (dry); articulated skeleton (dry)",1
"skull (dry); jaw (dry); skin sample (dry)",1
"skull (dry); jaw (dry); whole animal (alcohol)",1
"skull (dry); partial skeleton (dry); skin sample (dry)",1
"skull (dry); partial skeleton (dry); whole animal (alcohol)",1
"skull (dry); skeleton (dry); whole animal (alcohol)",1
"skull (dry); whole animal (alcohol)",1
"spiral valve (70% ethanol); whole animal (70% ethanol)",1
"teeth (70% ethanol)",1
"teeth (dry); whole animal (alcohol); skin sample (70% ethanol); jaw (70% ethanol); partial skeleton (70% ethanol); partial skeleton (70% ethanol); partial skeleton (70% ethanol); skin sample (dry)",1
"tissue (70% ethanol: vapor phase nitrogen); whole animal (70% ethanol)",1
"tissue (95% ethanol: vapor phase nitrogen); dissected part (70% ethanol); dissected whole animal (70% ethanol)",1
"tissue (95% ethanol: vapor phase nitrogen); egg (95% ethanol)",1
"tissue (95% ethanol: vapor phase nitrogen); partial animal (70% ethanol)",1
"tissue (95% ethanol: vapor phase nitrogen); partial animal (95% ethanol)",1
"tissue (95% ethanol: vapor phase nitrogen); whole animal (95% ethanol)",1
"tissue (alcohol); partial skeleton (alcohol)",1
"tissue (dry); mounted whole animal (dry)",1
"tissue (ethanol); partial skeleton (dry)",1
"tissue (ethanol); skeleton (70% ethanol)",1
"tissue (ethanol); skeleton (dry)",1
"tissue (ethanol); spiral valve (70% ethanol)",1
"tissue (ethanol); whole animal (cleared and stained)",1
"tissue (frozen); tissue (95% ethanol: vapor phase nitrogen); dissected whole animal (70% ethanol); tissue (95% ethanol) sample",1
"whole animal (70% ethanol); brain (70% ethanol); tissue (alcohol); whole animal (alcohol)",1
"whole animal (70% ethanol); brain (70% ethanol); whole animal (alcohol)",1
"whole animal (70% ethanol); clasper (70% ethanol)",1
"whole animal (70% ethanol); dissected part (70% ethanol); dissected part (70% ethanol)",1
"whole animal (70% ethanol); dissected part (70% ethanol); tissue (ethanol)",1
"whole animal (70% ethanol); dissected part (70% ethanol); whole animal (70% ethanol) sample",1
"whole animal (70% ethanol); dissected part (alcohol)",1
"whole animal (70% ethanol); dissected part (cleared and stained); dissected whole animal (70% ethanol); dissected whole animal (70% ethanol)",1
"whole animal (70% ethanol); dissected whole animal (70% ethanol); whole animal (alcohol)",1
"whole animal (70% ethanol); dissected whole animal (alcohol); whole animal (cleared and stained)",1
"whole animal (70% ethanol); dissected whole animal (cleared and stained); whole animal (alcohol); whole animal (alcohol)",1
"whole animal (70% ethanol); heart (70% ethanol); partial skeleton (dry)",1
"whole animal (70% ethanol); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry)",1
"whole animal (70% ethanol); otolith (dry); whole animal (70% ethanol)",1
"whole animal (70% ethanol); partial animal (70% ethanol); head (70% ethanol)",1
"whole animal (70% ethanol); partial animal (70% ethanol); whole animal (70% ethanol)",1
"whole animal (70% ethanol); partial animal (cleared and stained)",1
"whole animal (70% ethanol); partial skeleton (70% ethanol); whole animal (70% ethanol)",1
"whole animal (70% ethanol); partial skeleton (dry); partial skeleton (70% ethanol)",1
"whole animal (70% ethanol); scale (70% ethanol)",1
"whole animal (70% ethanol); skin sample (70% ethanol); skin sample (70% ethanol)",1
"whole animal (70% ethanol); skin sample (dry); skin sample (70% ethanol)",1
"whole animal (70% ethanol); spiral valve (70% ethanol); dissected whole animal (70% ethanol)",1
"whole animal (70% ethanol); tissue (70% ethanol); whole animal (70% ethanol) sample",1
"whole animal (70% ethanol); tissue (70% ethanol); whole animal (alcohol)",1
"whole animal (70% ethanol); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); skin sample (70% ethanol); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen)",1
"whole animal (70% ethanol); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen)",1
"whole animal (70% ethanol); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol)",1
"whole animal (70% ethanol); tissue (95% ethanol: vapor phase nitrogen); whole animal (70% ethanol)",1
"whole animal (70% ethanol); tissue (95% ethanol); tissue (95% ethanol: vapor phase nitrogen)",1
"whole animal (70% ethanol); tissue (95% ethanol); tissue (95% ethanol); whole animal (alcohol)",1
"whole animal (70% ethanol); tissue (95% ethanol); tissue (ethanol)",1
"whole animal (70% ethanol); tissue (95% ethanol); whole animal (70% ethanol)",1
"whole animal (70% ethanol); tissue (95% ethanol); whole animal (alcohol)",1
"whole animal (70% ethanol); tissue (alcohol: vapor phase nitrogen); tissue (alcohol: vapor phase nitrogen)",1
"whole animal (70% ethanol); tissue (alcohol); whole animal (70% ethanol) sample",1
"whole animal (70% ethanol); tissue (ethanol); whole animal (70% ethanol)",1
"whole animal (70% ethanol); tissue (ethanol); whole animal (alcohol)",1
"whole animal (70% ethanol); tissue (ethanol); whole animal (cleared and stained)",1
"whole animal (70% ethanol); whole animal (70% ethanol); whole animal (70% ethanol); whole animal (alcohol)",1
"whole animal (70% ethanol); whole animal (70% ethanol); whole animal (cleared and stained); whole animal (70% ethanol)",1
"whole animal (70% ethanol); whole animal (95% ethanol)",1
"whole animal (70% ethanol); whole animal (alcohol); otolith (dry); otolith (dry); otolith (dry)",1
"whole animal (70% ethanol); whole animal (alcohol); whole animal (70% ethanol); whole animal (70% ethanol)",1
"whole animal (70% ethanol); whole animal (alcohol); whole animal (alcohol); whole animal (alcohol)",1
"whole animal (70% ethanol); whole animal (alcohol); whole animal (cleared and stained); whole animal (70% ethanol)",1
"whole animal (70% ethanol); whole animal (cleared and stained); brain (70% ethanol); tissue (alcohol); brain (70% ethanol); whole animal (alcohol)",1
"whole animal (70% ethanol); whole animal (cleared and stained); brain (70% ethanol); whole animal (70% ethanol); whole animal (alcohol)",1
"whole animal (70% ethanol); whole animal (cleared and stained); brain (70% ethanol); whole animal (70% ethanol); whole animal (cleared and stained)",1
"whole animal (70% ethanol); whole animal (cleared and stained); whole animal (70% ethanol)",1
"whole animal (70% ethanol); whole animal (SEM stub); partial animal (histological slide); whole animal (70% ethanol); whole animal (70% ethanol); whole animal (70% ethanol)",1
"whole animal (70% ethanol); whole skeleton (dry); tissue (ethanol); whole animal (alcohol)",1
"whole animal (70% ethanol); whole skeleton (dry); whole animal (70% ethanol)",1
"whole animal (95% ethanol); egg (95% ethanol)",1
"whole animal (95% ethanol); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen)",1
"whole animal (95% ethanol); whole animal (70% ethanol)",1
"whole animal (alcohol); brain (70% ethanol); whole animal (alcohol)",1
"whole animal (alcohol); dissected part (70% ethanol); dissected part (70% ethanol); tissue (ethanol)",1
"whole animal (alcohol); dissected part (70% ethanol); tissue (95% ethanol)",1
"whole animal (alcohol); dissected part (70% ethanol); tissue (alcohol)",1
"whole animal (alcohol); dissected part (70% ethanol); tissue (ethanol)",1
"whole animal (alcohol); dissected part (SEM stub); tissue (95% ethanol)",1
"whole animal (alcohol); dissected whole animal (70% ethanol); brain (70% ethanol)",1
"whole animal (alcohol); head (70% ethanol); whole animal (70% ethanol)",1
"whole animal (alcohol); head (dry)",1
"whole animal (alcohol); head (histological slide); whole animal (histological slide); whole animal (alcohol)",1
"whole animal (alcohol); heart (70% ethanol); tissue (ethanol)",1
"whole animal (alcohol); jaw (dry); skin sample (70% ethanol)",1
"whole animal (alcohol); jaw (SEM stub); jaw (SEM stub)",1
"whole animal (alcohol); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry)",1
"whole animal (alcohol); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry)",1
"whole animal (alcohol); otolith (dry); otolith (dry); whole animal (alcohol)",1
"whole animal (alcohol); otolith (dry); partial animal (SEM stub)",1
"whole animal (alcohol); otolith (dry); tissue (95% ethanol: vapor phase nitrogen)",1
"whole animal (alcohol); otolith (dry); tissue (95% ethanol); tissue (ethanol)",1
"whole animal (alcohol); partial animal (70% ethanol); whole animal (70% ethanol)",1
"whole animal (alcohol); partial skeleton (dry); skin sample (dry)",1
"whole animal (alcohol); scale (70% ethanol)",1
"whole animal (alcohol); skin sample (70% ethanol); dissected part (SEM stub)",1
"whole animal (alcohol); skin sample (70% ethanol); skin sample (70% ethanol); skin sample (70% ethanol)",1
"whole animal (alcohol); skin sample (70% ethanol); skin sample (dry)",1
"whole animal (alcohol); skin sample (70% ethanol); teeth (70% ethanol)",1
"whole animal (alcohol); skin sample (70% ethanol); tissue (ethanol)",1
"whole animal (alcohol); skin sample (dry); skin sample (70% ethanol); tissue (70% ethanol)",1
"whole animal (alcohol); teeth (dry); teeth (70% ethanol); skin sample (dry)",1
"whole animal (alcohol); tissue (95% ethanol: vapor phase nitrogen); tissue (70% ethanol)",1
"whole animal (alcohol); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol)",1
"whole animal (alcohol); tissue (95% ethanol); tissue (95% ethanol: vapor phase nitrogen)",1
"whole animal (alcohol); tissue (95% ethanol); tissue (ethanol); whole animal (70% ethanol)",1
"whole animal (alcohol); tissue (95% ethanol); whole animal (alcohol)",1
"whole animal (alcohol); tissue (alcohol: vapor phase nitrogen); tissue (95% ethanol)",1
"whole animal (alcohol); tissue (alcohol: vapor phase nitrogen); tissue (alcohol: vapor phase nitrogen)",1
"whole animal (alcohol); tissue (alcohol: vapor phase nitrogen); tissue (alcohol: vapor phase nitrogen); tissue (alcohol: vapor phase nitrogen); tissue (alcohol: vapor phase nitrogen)",1
"whole animal (alcohol); tissue (alcohol); tissue (alcohol: vapor phase nitrogen); tissue (alcohol: vapor phase nitrogen)",1
"whole animal (alcohol); tissue (alcohol); whole animal (70% ethanol)",1
"whole animal (alcohol); tissue (ethanol); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry); otolith (dry)",1
"whole animal (alcohol); tissue (ethanol); skeleton (dry)",1
"whole animal (alcohol); tissue (ethanol); whole animal (70% ethanol)",1
"whole animal (alcohol); tissue (ethanol); whole animal (cleared and stained)",1
"whole animal (alcohol); unknown (dry)",1
"whole animal (alcohol); whole animal (70% ethanol); whole animal (70% ethanol); whole animal (70% ethanol)",1
"whole animal (alcohol); whole animal (alcohol); whole animal (70% ethanol)",1
"whole animal (alcohol); whole animal (alcohol); whole animal (SEM stub)",1
"whole animal (alcohol); whole animal (cleared and stained); whole animal (cleared and stained); whole animal (alcohol)",1
"whole animal (alcohol); whole animal (histological slide)",1
"whole animal (alcohol); whole animal (unknown)",1
"whole animal (alcohol); whole skeleton (dry); tissue (95% ethanol)",1
"whole animal (alcohol); whole skeleton (dry); whole animal (alcohol)",1
"whole animal (cleared and stained); brain (70% ethanol); whole animal (alcohol); whole animal (cleared and stained)",1
"whole animal (cleared and stained); dissected part (70% ethanol); whole animal (70% ethanol)",1
"whole animal (cleared and stained); dissected whole animal (70% ethanol); whole animal (70% ethanol)",1
"whole animal (cleared and stained); egg (unknown); whole animal (alcohol)",1
"whole animal (cleared and stained); jaw (dry); whole animal (alcohol)",1
"whole animal (cleared and stained); otolith (dry); whole animal (70% ethanol); whole animal (cleared and stained)",1
"whole animal (cleared and stained); partial skeleton (dry); tissue (ethanol); whole animal (alcohol)",1
"whole animal (cleared and stained); partial skeleton (dry); whole animal (alcohol)",1
"whole animal (cleared and stained); pharyngeal teeth (dry); whole animal (alcohol)",1
"whole animal (cleared and stained); teeth (dry); whole animal (alcohol)",1
"whole animal (cleared and stained); tissue (70% ethanol); whole animal (70% ethanol); whole animal (alcohol)",1
"whole animal (cleared and stained); whole animal (70% ethanol); brain (70% ethanol); whole animal (alcohol); whole animal (cleared and stained)",1
"whole animal (cleared and stained); whole animal (70% ethanol); whole animal (70% ethanol); whole animal (70% ethanol)",1
"whole animal (cleared and stained); whole animal (70% ethanol); whole animal (alcohol); whole animal (alcohol)",1
"whole animal (cleared and stained); whole animal (70% ethanol); whole animal (cleared and stained); whole animal (70% ethanol)",1
"whole animal (cleared and stained); whole animal (alcohol); otolith (dry); otolith (dry); otolith (dry)",1
"whole animal (cleared and stained); whole animal (alcohol); whole animal (cleared and stained); whole animal (alcohol); whole animal (70% ethanol); whole animal (alcohol); whole animal (alcohol); whole animal (70% ethanol); whole animal (alcohol)",1
"whole animal (cleared and stained); whole animal (cleared and stained); brain (70% ethanol); tissue (alcohol); brain (70% ethanol); whole animal (alcohol)",1
"whole animal (cleared and stained); whole animal (cleared and stained); whole animal (70% ethanol)",1
"whole animal (cleared and stained); whole animal (cleared and stained); whole animal (70% ethanol); whole animal (70% ethanol); whole animal (alcohol)",1
"whole animal (cleared and stained); whole animal (cleared and stained); whole animal (alcohol)",1
"whole animal (cleared and stained); whole animal (cleared and stained); whole animal (cleared and stained); whole animal (alcohol)",1
"whole animal (dry); whole animal (70% ethanol); whole animal (70% ethanol)",1
"whole animal (dry); whole animal (cleared and stained)",1
"whole animal (unknown); whole animal (cleared and stained)",1
"whole skeleton (dry); head (dry)",1
"whole skeleton (dry); jaw (dry)",1
"whole skeleton (dry); tissue (ethanol)",1
"whole skeleton (dry); whole skeleton (dry)",1
