"Family","Count"
"dactyloscopidae",7
"epigonidae",7
"gymnuridae",7
"hemiscylliidae",7
"istiophoridae",7
"melanotaeniidae",7
"neoceratodontidae",7
"plotosidae",7
"pseudochromidae",7
"psychrolutidae",7
"scombrolabracidae",7
"urotrygonidae",7
"xiphiidae",7
"zanclidae",7
"anostomidae",6
"cyematidae",6
"giganturidae",6
"microdesmidae",6
"notopteridae",6
"percichthyidae",6
"regalecidae",6
"scatophagidae",6
"terapontidae",6
"toxotidae",6
"zeidae",6
"arapaimidae",5
"balitoridae",5
"caristiidae",5
"citharinidae",5
"distichodontidae",5
"inermiidae",5
"malapteruridae",5
"monodactylidae",5
"nemipteridae",5
"polyodontidae",5
"saccopharyngidae",5
"sillaginidae",5
"siluridae",5
"anabantidae",4
"anomalopidae",4
"caesionidae",4
"chanidae",4
"doradidae",4
"enoplosidae",4
"gonorynchidae",4
"molidae",4
"neoscopelidae",4
"notacanthidae",4
"potamotrygonidae",4
"rhinochimaeridae",4
"triacanthodidae",4
"alopiidae",3
"cetorhinidae",3
"gibberichthyidae",3
"gigantactinidae",3
"himantolophidae",3
"hoplichthyidae",3
"lobotidae",3
"microstomatidae",3
"nemacheilidae",3
"nematistiidae",3
"nothobranchiidae",3
"orectolobidae",3
"pangasiidae",3
"pantodontidae",3
"parazenidae",3
"rivulidae",3
"symphysanodontidae",3
"synbranchidae",3
"tetrarogidae",3
"thaumatichthyidae",3
"zenarchopteridae",3
"zenionidae",3
"acestrorhynchidae",2
"aphyonidae",2
"apionidae",2
"aracanidae",2
"arripidae",2
"barbourisiidae",2
"bathysauridae",2
"centracanthidae",2
"centrophoridae",2
"champsodontidae",2
"cheilodactylidae",2
"chirocentridae",2
"curimatidae",2
"cynodontidae",2
"emmelichthyidae",2
"galaxiidae",2
"gymnarchidae",2
"helostomatidae",2
"hemigaleidae",2
"iguanodectidae",2
"latimeriidae",2
"odacidae",2
"parabrotulidae",2
"pentacerotidae",2
"phractolaemidae",2
"rachycentridae",2
"sisoridae",2
"somniosidae",2
"squatinidae",2
"sternopygidae",2
"stylephoridae",2
"synanceiidae",2
"thalasseleotrididae",2
"triacanthidae",2
"adrianichthyidae",1
"amphiliidae",1
"anablepidae",1
"anoplopomatidae",1
"aploactinidae",1
"aspredinidae",1
"astroblepidae",1
"ateleopodidae",1
"auchenipteridae",1
"bathyclupeidae",1
"bedotiidae",1
"berycidae",1
"chacidae",1
"cheimarrichthyidae",1
"chironemidae",1
"crenuchidae",1
"ctenoluciidae",1
"dalatiidae",1
"datnioididae",1
"draconettidae",1
"ginglymostomatidae",1
"gymnotidae",1
"gyrinocheilidae",1
"hexanchidae",1
"indostomidae",1
"lamnidae",1
"macroramphosidae",1
"mordaciidae",1
"nandidae",1
"neosebastidae",1
"parodontidae",1
"pegasidae",1
"pholidichthyidae",1
"platycephalidae",1
"plectrogeniidae",1
"polyprionidae",1
"pristigasteridae",1
"pristolepididae",1
"profundulidae",1
"pseudaphritidae",1
"pseudopimelodidae",1
"rhamphichthyidae",1
"scytalinidae",1
"solenostomidae",1
"stegostomatidae",1
"stephanoberycidae",1
"telmatherinidae",1
"torpedinidae",1
"trachinidae",1
"trachipteridae",1
"trichonotidae",1
"triportheidae",1
"withiidae",1
