"dwc.preparations","freq"
"10% form.->70% alc.; tissue in EtOH; brain in 10% buffered formalin",4
"10% form.->70% alc.; tissue in EtOH; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH",4
"10% form.->70% alc.; tissue in RNA-later; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",4
"95% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",4
"photographic voucher",4
"skeleton; dry",4
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; 10% form.->70% alc.",4
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",4
"viscera in EtOH; tissue in EtOH",4
"10% form.->70% alc.; 10% form.->70% alc.",3
"10% form.->70% alc.; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH",3
"10% form.->70% alc.; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtO",3
"10% form.->70% alc.; skeleton",3
"10% form.->70% alc.; tissue in EtOH; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtO",3
"10% form.->70% alc.; tissue in EtOH; cleared & stained",3
"10% form.->70% alc.; tissue in EtOH; eggs in formalin; gut contents separated",3
"10% form.->70% alc.; tissue in RNA-later; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",3
"70% alc.; cleared & stained",3
"70% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",3
"microslide; microslide; microslide; microslide; microslide; microslide",3
"microslide; microslide; microslide; microslide; microslide; microslide; microslide",3
"model; fiberglass mold form",3
"plaster mold",3
"skeleton in EtOH",3
"skeleton, macerated; tissue in RNA-later; tissue in EtOH",3
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; 10% form.->70% alc.",3
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",3
"10% form.->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.",2
"10% form.->70% alc.; 70% EtOH; 70% EtOH",2
"10% form.->70% alc.; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"10% form.->70% alc.; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"10% form.->70% alc.; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"10% form.->70% alc.; cleared & stained; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"10% form.->70% alc.; dry",2
"10% form.->70% alc.; microdissection",2
"10% form.->70% alc.; microslide; microslide; microslide; microslide; microslide",2
"10% form.->70% alc.; microslide; microslide; microslide; microslide; microslide; microslide",2
"10% form.->70% alc.; microslide; microslide; microslide; microslide; microslide; microslide; microslide; microslide",2
"10% form.->70% alc.; tissue in EtOH; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"10% form.->70% alc.; tissue in EtOH; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH",2
"10% form.->70% alc.; tissue in EtOH; tissue in RNA-later",2
"10% form.->70% alc.; tissue in RNA-later; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"10% form.->70% alc.; tissue in RNA-later; tissue in RNA-later",2
"10% form.; tissue in EtOH",2
"70% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"95% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"95% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"95% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tiss",2
"cleared & stained; skeleton (incomplete)",2
"gut contents separated; tissue in EtOH",2
"microslide; microslide; microslide; microslide; microslide; microslide; microslide; microslide",2
"skeleton (skull only); 10% form.->70% alc.",2
"skeleton (skull only); skeleton (incomplete)",2
"skeleton; skeleton",2
"skeleton; tissue in EtOH; tissue in EtOH",2
"tissue in EtOH; 10% form.->70% alc.; tissue in EtOH; tissue in EtOH",2
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; 10% form.->70% alc.",2
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"tissue in RNA-later; tissue in EtOH; tissue in EtOH; tissue in EtOH",2
"10% form.->70% alc.; 10% form.->70% alc.->dry",1
"10% form.->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.",1
"10% form.->70% alc.; 10% form.->70% alc.; tissue in EtOH",1
"10% form.->70% alc.; 70% EtOH",1
"10% form.->70% alc.; 70% EtOH; 70% EtOH; 70% EtOH; 70% EtOH",1
"10% form.->70% alc.; Bouin's->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.",1
"10% form.->70% alc.; Bouin's->70% alc.; skeleton",1
"10% form.->70% alc.; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"10% form.->70% alc.; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"10% form.->70% alc.; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; t",1
"10% form.->70% alc.; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH",1
"10% form.->70% alc.; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"10% form.->70% alc.; cleared & stained; cleared & stained",1
"10% form.->70% alc.; cleared & stained; cleared & stained; cleared & stained; skeleton (incomplete)",1
"10% form.->70% alc.; cleared & stained; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"10% form.->70% alc.; eyes in formalin; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"10% form.->70% alc.; gut contents separated",1
"10% form.->70% alc.; microslide; 10% form.; plaster mold; model; fiberglass mold form; silicone mold",1
"10% form.->70% alc.; microslide; microslide; microslide; microslide; microslide; microslide; microslide; microslide; microslide",1
"10% form.->70% alc.; osteoderms; tissue, frozen",1
"10% form.->70% alc.; skeleton (incomplete)",1
"10% form.->70% alc.; skin in EtOH; skin in EtOH; skin in EtOH",1
"10% form.->70% alc.; tissue frozen",1
"10% form.->70% alc.; tissue in EtOH; brain in 10% buffered formalin; osteoderms",1
"10% form.->70% alc.; tissue in EtOH; brain in 10% formalin -> phosphate buffered saline; brain in 10% formalin -> phosphate buffered saline; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; t",1
"10% form.->70% alc.; tissue in EtOH; eyes in formalin; tissue in EtOH",1
"10% form.->70% alc.; tissue in EtOH; reproductive organs in formalin",1
"10% form.->70% alc.; tissue in EtOH; skeleton; tissue in EtOH; tissue in EtOH",1
"10% form.->70% alc.; tissue in EtOH; tissue in EtOH; brain in 10% buffered formalin",1
"10% form.->70% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; skeleton; skeleton",1
"10% form.->70% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; skeleton; skeleton",1
"10% form.->70% alc.; tissue in RNA-later; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"10% form.->70% alc.; tissue in RNA-later; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"10% form.->70% alc.; tissue in RNA-later; tissue in RNA-later; tissue in EtOH",1
"10% form.->70% alc.; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later",1
"10% form.->70% alc.; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later",1
"10% form.->70% alc.; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later; tissue in RNA-later; ti",1
"10% form.; gut contents separated",1
"70% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"70% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"70% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"70% alc.; tissue in RNA-later; tissue in EtOH",1
"95% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"95% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"95% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"95% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"95% alc.; viscera in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"Bouin's->70% alc.",1
"Bouin's->70% alc.; 10% form.->70% alc.",1
"cleared & stained; 10% form.->70% alc.; tissue in EtOH",1
"cleared & stained; microslide",1
"cleared & stained; skeleton; skeleton; skeleton; skeleton",1
"cleared & stained; tissue in EtOH",1
"cleared & stained; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"dry->70% alc.",1
"dry; egg",1
"dry; skeleton",1
"dry; skeleton (incomplete)",1
"egg",1
"gut contents separated; 10% form.",1
"gut contents separated; dry",1
"microdissection; 10% form.->70% alc.",1
"microslide; 10% form.->70% alc. (partial); 10% form.->70% alc. (partial); 10% form.->70% alc. (partial)",1
"microslide; 10% form.->70% alc. (partial); 10% form.->70% alc. (partial); 10% form.->70% alc. (partial); 10% form.->70% alc. (partial); 10% form.->70% alc. (partial)",1
"microslide; 10% form.->70% alc. (partial); 10% form.->70% alc. (partial); 10% form.->70% alc. (partial); 10% form.->70% alc. (partial); 10% form.->70% alc. (partial); microslide",1
"microslide; 10% form.->70% alc. (partial); 10% form.->70% alc. (partial); 10% form.->70% alc. (partial); 10% form.->70% alc. (partial); microslide",1
"plaster mold; fiberglass mold form; cast",1
"plaster mold; fiberglass mold form; fiberglass mold form",1
"silicone mold",1
"skeleton (incomplete); microslide",1
"skeleton (incomplete); skeleton",1
"skeleton (incomplete); skeleton (incomplete)",1
"skeleton, macerated; skeleton, macerated",1
"skeleton, macerated; skeleton, macerated; skeleton",1
"skeleton, macerated; tissue in EtOH; brain in 10% buffered formalin",1
"skeleton, macerated; tissue in EtOH; brain in 10% buffered formalin; eyes in formalin",1
"skeleton; 10% form.->70% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"skeleton; 10% form.->70% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"skeleton; osteoderms",1
"skeleton; skeleton (incomplete)",1
"skeleton; skeleton, mounted",1
"skeleton; tissue (dry)",1
"skeleton; tissue in EtOH; brain in 10% buffered formalin",1
"skeleton; tissue in RNA-later",1
"skeleton; viscera in EtOH; tissue in EtOH",1
"skin in EtOH",1
"skin in EtOH; cleared & stained",1
"tissue in EtOH; 95% alc.",1
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; 10% form.->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.; 10% form.->70% alc.",1
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; 10% form.->70% alc.",1
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; 10% form.->70% alc.",1
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; 10% form.->70% alc.",1
"tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH",1
"viscera in EtOH",1
